2021-09-20 14:48:15:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-20_12.txt
2021-09-30 09:57:30:[GL          ] Using the "OpenGL" graphics system
2021-09-30 09:57:30:[GL          ] Backend used <angle_sdl2>
2021-09-30 09:57:30:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-30 09:57:30:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-30 09:57:30:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-30 09:57:30:[GL          ] OpenGL parsed version: 3, 0
2021-09-30 09:57:30:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-30 09:57:30:[GL          ] Texture max size <16384>
2021-09-30 09:57:30:[GL          ] Texture max units <16>
2021-09-30 09:57:30:[Window      ] auto add sdl2 input provider
2021-09-30 09:57:30:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-30 09:57:30:[Text        ] Provider: sdl2
2021-09-30 09:57:30:[GL          ] NPOT texture support is available
2021-09-30 09:57:30:[GL          ] Unpack subimage support is available
2021-09-30 09:57:32:[Base        ] Start application main loop
2021-09-30 09:57:34:Full-Scan Process Started !!
2021-09-30 09:57:34:[Act_Drivers ] ['C:/', 'D:/']
2021-09-30 09:58:40:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-30_1.txt
2021-09-30 09:58:40:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-30 09:58:40:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-30 09:58:40:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-30 09:58:40:[Kivy        ] v2.0.0
2021-09-30 09:58:40:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-30 09:58:40:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-30 09:58:40:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-30 09:58:40:[KivyMD      ] v0.104.1
2021-09-30 09:58:40:[Factory     ] 186 symbols loaded
2021-09-30 09:58:40:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-30 09:58:40:[Window      ] Provider: sdl2
2021-09-30 09:58:40:[Window      ] Activate GLES2/ANGLE context
2021-09-30 09:58:40:[GL          ] Using the "OpenGL" graphics system
2021-09-30 09:58:40:[GL          ] Backend used <angle_sdl2>
2021-09-30 09:58:40:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-30 09:58:40:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-30 09:58:40:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-30 09:58:40:[GL          ] OpenGL parsed version: 3, 0
2021-09-30 09:58:40:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-30 09:58:40:[GL          ] Texture max size <16384>
2021-09-30 09:58:40:[GL          ] Texture max units <16>
2021-09-30 09:58:40:[Window      ] auto add sdl2 input provider
2021-09-30 09:58:40:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-30 09:58:40:[Text        ] Provider: sdl2
2021-09-30 09:58:40:[GL          ] NPOT texture support is available
2021-09-30 09:58:41:[GL          ] Unpack subimage support is available
2021-09-30 09:58:42:[Base        ] Start application main loop
2021-09-30 09:58:44:Full-Scan Process Started !!
2021-09-30 09:58:44:[Act_Drivers ] ['C:/', 'D:/']
2021-09-30 10:00:11:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-30_0.txt
2021-09-30 10:00:11:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-30 10:00:11:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-30 10:00:11:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-30 10:00:11:[Kivy        ] v2.0.0
2021-09-30 10:00:11:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-30 10:00:11:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-30 10:00:11:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-30 10:00:11:[KivyMD      ] v0.104.1
2021-09-30 10:00:11:[Factory     ] 186 symbols loaded
2021-09-30 10:00:12:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-30 10:00:12:[Window      ] Provider: sdl2
2021-09-30 10:00:12:[Window      ] Activate GLES2/ANGLE context
2021-09-30 10:00:12:[GL          ] Using the "OpenGL" graphics system
2021-09-30 10:00:12:[GL          ] Backend used <angle_sdl2>
2021-09-30 10:00:12:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-30 10:00:12:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-30 10:00:12:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-30 10:00:12:[GL          ] OpenGL parsed version: 3, 0
2021-09-30 10:00:12:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-30 10:00:12:[GL          ] Texture max size <16384>
2021-09-30 10:00:12:[GL          ] Texture max units <16>
2021-09-30 10:00:12:[Window      ] auto add sdl2 input provider
2021-09-30 10:00:12:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-30 10:00:12:[Text        ] Provider: sdl2
2021-09-30 10:00:12:[GL          ] NPOT texture support is available
2021-09-30 10:00:13:[GL          ] Unpack subimage support is available
2021-09-30 10:00:14:[Base        ] Start application main loop
2021-09-30 10:00:15:Full-Scan Process Started !!
2021-09-30 10:00:16:[Act_Drivers ] ['C:/', 'D:/']
2021-09-30 10:16:07:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-30_7.txt
2021-09-30 10:16:07:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-30 10:16:07:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-30 10:16:07:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-30 10:16:07:[Kivy        ] v2.0.0
2021-09-30 10:16:07:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-30 10:16:07:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-30 10:16:07:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-30 10:16:07:[KivyMD      ] v0.104.1
2021-09-30 10:16:07:[Factory     ] 186 symbols loaded
2021-09-30 10:16:07:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-30 10:16:07:[Window      ] Provider: sdl2
2021-09-30 10:16:08:[Window      ] Activate GLES2/ANGLE context
2021-09-30 10:16:08:[GL          ] Using the "OpenGL" graphics system
2021-09-30 10:16:08:[GL          ] Backend used <angle_sdl2>
2021-09-30 10:16:08:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-30 10:16:08:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-30 10:16:08:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-30 10:16:08:[GL          ] OpenGL parsed version: 3, 0
2021-09-30 10:16:08:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-30 10:16:08:[GL          ] Texture max size <16384>
2021-09-30 10:16:08:[GL          ] Texture max units <16>
2021-09-30 10:16:08:[Window      ] auto add sdl2 input provider
2021-09-30 10:16:08:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-30 10:16:08:[Text        ] Provider: sdl2
2021-09-30 10:16:08:[GL          ] NPOT texture support is available
2021-09-30 10:16:08:[GL          ] Unpack subimage support is available
2021-09-30 10:16:10:[Base        ] Start application main loop
2021-09-30 10:16:13:Full-Scan Process Started !!
2021-09-30 10:16:13:[Act_Drivers ] ['C:/', 'D:/']
2021-09-30 10:16:50:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-30_0.txt
2021-09-30 10:16:50:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-30 10:16:50:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-30 10:16:50:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-30 10:16:50:[Kivy        ] v2.0.0
2021-09-30 10:16:50:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-30 10:16:50:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-30 10:16:50:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-30 10:16:50:[KivyMD      ] v0.104.1
2021-09-30 10:16:50:[Factory     ] 186 symbols loaded
2021-09-30 10:16:50:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-30 10:16:50:[Window      ] Provider: sdl2
2021-09-30 10:16:50:[Window      ] Activate GLES2/ANGLE context
2021-09-30 10:16:51:[GL          ] Using the "OpenGL" graphics system
2021-09-30 10:16:51:[GL          ] Backend used <angle_sdl2>
2021-09-30 10:16:51:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-30 10:16:51:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-30 10:16:51:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-30 10:16:51:[GL          ] OpenGL parsed version: 3, 0
2021-09-30 10:16:51:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-30 10:16:51:[GL          ] Texture max size <16384>
2021-09-30 10:16:51:[GL          ] Texture max units <16>
2021-09-30 10:16:51:[Window      ] auto add sdl2 input provider
2021-09-30 10:16:51:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-30 10:16:51:[Text        ] Provider: sdl2
2021-09-30 10:16:51:[GL          ] NPOT texture support is available
2021-09-30 10:16:51:[GL          ] Unpack subimage support is available
2021-09-30 10:16:53:[Base        ] Start application main loop
2021-09-30 10:16:54:Full-Scan Process Started !!
2021-09-30 10:16:54:[Act_Drivers ] ['C:/', 'D:/']
2021-09-30 10:17:40:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-30_1.txt
2021-09-30 10:17:40:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-30 10:17:40:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-30 10:17:40:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-30 10:17:40:[Kivy        ] v2.0.0
2021-09-30 10:17:40:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-30 10:17:40:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-30 10:17:40:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-30 10:17:40:[KivyMD      ] v0.104.1
2021-09-30 10:17:40:[Factory     ] 186 symbols loaded
2021-09-30 10:17:40:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-30 10:17:40:[Window      ] Provider: sdl2
2021-09-30 10:17:40:[Window      ] Activate GLES2/ANGLE context
2021-09-30 10:17:41:[GL          ] Using the "OpenGL" graphics system
2021-09-30 10:17:41:[GL          ] Backend used <angle_sdl2>
2021-09-30 10:17:41:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-30 10:17:41:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-30 10:17:41:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-30 10:17:41:[GL          ] OpenGL parsed version: 3, 0
2021-09-30 10:17:41:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-30 10:17:41:[GL          ] Texture max size <16384>
2021-09-30 10:17:41:[GL          ] Texture max units <16>
2021-09-30 10:17:41:[Window      ] auto add sdl2 input provider
2021-09-30 10:17:41:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-30 10:17:41:[Text        ] Provider: sdl2
2021-09-30 10:17:41:[GL          ] NPOT texture support is available
2021-09-30 10:17:41:[GL          ] Unpack subimage support is available
2021-09-30 10:17:43:[Base        ] Start application main loop
2021-09-30 10:17:44:Full-Scan Process Started !!
2021-09-30 10:17:44:[Act_Drivers ] ['C:/', 'D:/']
2021-09-30 10:20:45:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-30_0.txt
2021-09-30 10:20:45:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-30 10:20:45:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-30 10:20:45:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-30 10:20:45:[Kivy        ] v2.0.0
2021-09-30 10:20:45:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-30 10:20:45:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-30 10:20:45:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-30 10:20:45:[KivyMD      ] v0.104.1
2021-09-30 10:20:45:[Factory     ] 186 symbols loaded
2021-09-30 10:20:45:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-30 10:20:45:[Window      ] Provider: sdl2
2021-09-30 10:20:45:[Window      ] Activate GLES2/ANGLE context
2021-09-30 10:20:45:[GL          ] Using the "OpenGL" graphics system
2021-09-30 10:20:45:[GL          ] Backend used <angle_sdl2>
2021-09-30 10:20:45:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-30 10:20:45:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-30 10:20:45:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-30 10:20:45:[GL          ] OpenGL parsed version: 3, 0
2021-09-30 10:20:45:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-30 10:20:45:[GL          ] Texture max size <16384>
2021-09-30 10:20:45:[GL          ] Texture max units <16>
2021-09-30 10:20:45:[Window      ] auto add sdl2 input provider
2021-09-30 10:20:45:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-30 10:20:45:[Text        ] Provider: sdl2
2021-09-30 10:20:45:[GL          ] NPOT texture support is available
2021-09-30 10:20:46:[GL          ] Unpack subimage support is available
2021-09-30 10:20:47:[Base        ] Start application main loop
2021-09-30 10:20:48:Full-Scan Process Started !!
2021-09-30 10:20:48:[Act_Drivers ] ['C:/', 'D:/']
2021-09-30 10:27:54:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-30_2.txt
2021-09-30 10:27:54:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-30 10:27:54:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-30 10:27:54:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-30 10:27:54:[Kivy        ] v2.0.0
2021-09-30 10:27:54:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-30 10:27:54:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-30 10:27:54:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-30 10:27:54:[KivyMD      ] v0.104.1
2021-09-30 10:27:54:[Factory     ] 186 symbols loaded
2021-09-30 10:27:54:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-30 10:27:55:[Window      ] Provider: sdl2
2021-09-30 10:27:55:[Window      ] Activate GLES2/ANGLE context
2021-09-30 10:27:55:[GL          ] Using the "OpenGL" graphics system
2021-09-30 10:27:55:[GL          ] Backend used <angle_sdl2>
2021-09-30 10:27:55:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-30 10:27:55:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-30 10:27:55:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-30 10:27:55:[GL          ] OpenGL parsed version: 3, 0
2021-09-30 10:27:55:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-30 10:27:55:[GL          ] Texture max size <16384>
2021-09-30 10:27:55:[GL          ] Texture max units <16>
2021-09-30 10:27:55:[Window      ] auto add sdl2 input provider
2021-09-30 10:27:55:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-30 10:27:55:[Text        ] Provider: sdl2
2021-09-30 10:27:55:[GL          ] NPOT texture support is available
2021-09-30 10:27:55:[GL          ] Unpack subimage support is available
2021-09-30 10:27:57:[Base        ] Start application main loop
2021-09-30 10:27:58:Full-Scan Process Started !!
2021-09-30 10:27:58:[Act_Drivers ] ['C:/', 'D:/']
2021-09-30 14:59:00:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-30_0.txt
2021-09-30 14:59:00:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-30 14:59:00:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-30 14:59:00:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-30 14:59:00:[Kivy        ] v2.0.0
2021-09-30 14:59:00:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-30 14:59:00:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-30 14:59:00:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-30 14:59:00:[KivyMD      ] v0.104.1
2021-09-30 14:59:00:[Factory     ] 186 symbols loaded
2021-09-30 14:59:01:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-30 14:59:01:[Window      ] Provider: sdl2
2021-09-30 14:59:01:[Window      ] Activate GLES2/ANGLE context
2021-09-30 14:59:02:[GL          ] Using the "OpenGL" graphics system
2021-09-30 14:59:02:[GL          ] Backend used <angle_sdl2>
2021-09-30 14:59:02:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-30 14:59:02:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-30 14:59:02:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-30 14:59:02:[GL          ] OpenGL parsed version: 3, 0
2021-09-30 14:59:02:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-30 14:59:02:[GL          ] Texture max size <16384>
2021-09-30 14:59:02:[GL          ] Texture max units <16>
2021-09-30 14:59:02:[Window      ] auto add sdl2 input provider
2021-09-30 14:59:02:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-30 14:59:02:[Text        ] Provider: sdl2
2021-09-30 14:59:02:[GL          ] NPOT texture support is available
2021-09-30 14:59:03:[GL          ] Unpack subimage support is available
2021-09-30 14:59:04:[Base        ] Start application main loop
2021-09-30 14:59:26:Full-Scan Process Started !!
2021-09-30 14:59:26:[Act_Drivers ] ['C:/', 'D:/']
